id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite,partition_method,partition_num
20250108131218,0,1,0,0,0,datasets/covid,,btreeolc,89215046,5000000,0.99,0,16,73,101,211,1990,4033,8275,120400,160.223,1866,100,113026,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131240,1,0,0,0,0,datasets/covid,,btreeolc,17040990,5000000,0.99,0,16,103,870,1122,1458,1794,17296,183873,900.69,1866,100,110687,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131338,0,1,0,0,0,datasets/covid,,btreeolc,16577817,5000000,0.99,0,16,114,902,1204,1873,5250,17308,339603,946.139,1866,100,186021,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131400,1,0,0,0,0,datasets/covid,,btreeolc,17103263,5000000,0.99,0,16,126,871,1107,1444,1740,16991,586835,896.315,1866,100,86401.6,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131438,0,1,0,0,0,datasets/covid,,btreeolc,79939619,10000000,0.99,0,16,72,108,250,2004,4045,8903,191889,171.572,1866,100,117465,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131500,1,0,0,0,0,datasets/covid,,btreeolc,17104303,10000000,0.99,0,16,124,869,1120,1453,1757,16981,592859,897.656,1866,100,88282.4,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131558,0,1,0,0,0,datasets/covid,,btreeolc,16646544,10000000,0.99,0,16,115,899,1199,1863,5164,17119,573006,942.232,1866,100,173832,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131619,1,0,0,0,0,datasets/covid,,btreeolc,17125756,10000000,0.99,0,16,117,870,1106,1442,1739,17075,241429,899.119,1866,100,90617,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131659,0,1,0,0,0,datasets/covid,,btreeolc,78262643,20000000,0.99,0,16,75,106,252,2002,4038,8812,147306,171.941,1866,100,117217,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131720,1,0,0,0,0,datasets/covid,,btreeolc,17088566,20000000,0.99,0,16,116,870,1121,1456,1761,17027,6.45264e+06,898.666,1866,100,297800,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131817,0,1,0,0,0,datasets/covid,,btreeolc,16692807,20000000,0.99,0,16,115,895,1194,1870,5232,17239,594312,939.445,1866,100,183733,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131839,1,0,0,0,0,datasets/covid,,btreeolc,17148032,20000000,0.99,0,16,118,868,1106,1442,1743,17137,900413,894.931,1866,100,104816,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131918,0,1,0,0,0,datasets/covid,,btreeolc,87874860,50000000,0.99,0,16,76,103,213,2003,4084,9337,6.29377e+06,162.962,1866,100,382976,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131940,1,0,0,0,0,datasets/covid,,btreeolc,16977558,50000000,0.99,0,16,129,874,1127,1462,1785,17274,390974,904.503,1866,100,112160,1,0,0,0,0,64,200000000,41,0,direct,1
20250108132035,0,1,0,0,0,datasets/covid,,btreeolc,17065144,50000000,0.99,0,16,122,876,1169,1846,5168,17186,255961,918.427,1866,100,178866,1,0,0,0,0,64,200000000,42,0,direct,1
20250108132056,1,0,0,0,0,datasets/covid,,btreeolc,17119952,50000000,0.99,0,16,123,870,1111,1446,1739,16996,70262,896.801,1866,100,84854.2,1,0,0,0,0,64,200000000,42,0,direct,1
20250108132136,0,1,0,0,0,datasets/covid,,btreeolc,76771852,100000000,0.99,0,16,79,109,252,2011,4130,9608,80988,174.371,1866,100,122002,1,0,0,0,0,64,200000000,41,0,direct,1
20250108132159,1,0,0,0,0,datasets/covid,,btreeolc,16929494,100000000,0.99,0,16,107,879,1134,1466,1759,16965,558191,907.186,1866,100,87392.6,1,0,0,0,0,64,200000000,41,0,direct,1
20250108132249,0,1,0,0,0,datasets/covid,,btreeolc,17980789,100000000,0.99,0,16,129,829,1114,1781,4998,16638,574228,870.604,1866,100,161709,1,0,0,0,0,64,200000000,42,0,direct,1
